# Time / h, Central compartment conc. ng / mL, Peripheral compartment 1 conc. ng / mL, Peripheral compartment 2 conc. ng / mL
1.800000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.810000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.820000000000000062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.830000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.840000000000000080e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.850000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.860000000000000098e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.870000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.880000000000000115e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.890000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.919999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.929999999999999938e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.939999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.949999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.969999999999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.979999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.989999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.009999999999999787e+00,9.925456102635921499e-03,9.917102399863729882e-06,1.487565359979561431e-05
2.019999999999999574e+00,1.970363748354669181e-02,3.933901038098040141e-05,5.900851557147062244e-05
2.029999999999999361e+00,2.933721649884764998e-02,8.778088074368455701e-05,1.316713211155268355e-04
2.039999999999999147e+00,3.882880268903814158e-02,1.547701742100529153e-04,2.321552613150793865e-04
2.049999999999998934e+00,4.818095942350395650e-02,2.398433445788764192e-04,3.597650168683147508e-04
2.059999999999998721e+00,5.739620403072972360e-02,3.425458128229848438e-04,5.138187192344771843e-04
2.069999999999998508e+00,6.647700779829895934e-02,4.624319670892467014e-04,6.936479506338701605e-04
2.079999999999998295e+00,7.542579597289406079e-02,5.990651626985693231e-04,8.985977440478541472e-04
2.089999999999998082e+00,8.424494776029621546e-02,7.520177221458990754e-04,1.128026583218848938e-03
2.099999999999997868e+00,9.293679632538555391e-02,9.208709351002205201e-04,1.381306402650331160e-03
2.109999999999997655e+00,1.015036287921409763e-01,1.105215058404557336e-03,1.657822587606836654e-03
2.119999999999997442e+00,1.099477946251384286e-01,1.304627757241128786e-03,1.956941635861693396e-03
2.129999999999997229e+00,1.182716007772322414e-01,1.518694961187210674e-03,2.278042441780816444e-03
2.139999999999997016e+00,1.264771229591146462e-01,1.747048408907229001e-03,2.620572613360843718e-03
2.149999999999996803e+00,1.345664058493059589e-01,1.989325824924481276e-03,2.983988737386722781e-03
2.159999999999996589e+00,1.425414649419257662e-01,2.245170552076338963e-03,3.367755828114509745e-03
2.169999999999996376e+00,1.504042865466929668e-01,2.514231551514247917e-03,3.771347327271372743e-03
2.179999999999996163e+00,1.581568277889256469e-01,2.796163402703726649e-03,4.194245104055590624e-03
2.189999999999995950e+00,1.658010166095412186e-01,3.090626303424368060e-03,4.635939455136553825e-03
2.199999999999995737e+00,1.733387517650563370e-01,3.397286069769840308e-03,5.095929104654761330e-03
2.209999999999995524e+00,1.807719028275869833e-01,3.715814136147882474e-03,5.573721204221826313e-03
2.219999999999995310e+00,1.881023101848482981e-01,4.045887555280311063e-03,6.068831332920469196e-03
2.229999999999995097e+00,1.953317850401548039e-01,4.387188998203013501e-03,6.580783497304521987e-03
2.239999999999994884e+00,2.024621094124202658e-01,4.739406754265953342e-03,7.109110131398931748e-03
2.249999999999994671e+00,2.094950361361576086e-01,5.102234731133165058e-03,7.653352096699749321e-03
2.259999999999994458e+00,2.164322888614792495e-01,5.475372454782760981e-03,8.213058682174142339e-03
2.269999999999994245e+00,2.232755620540966823e-01,5.858525069506925233e-03,8.787787604260388283e-03
2.279999999999994031e+00,2.300265209953206991e-01,6.251403337911912855e-03,9.377105006867867548e-03
2.289999999999993818e+00,2.366868017820614178e-01,6.653723640918058485e-03,9.980585461377085993e-03
2.299999999999993605e+00,2.432580113268282551e-01,7.065207977759766812e-03,1.059781196663965065e-02
2.309999999999993392e+00,2.497417273577297592e-01,7.485583965985517785e-03,1.122837594897827668e-02
2.319999999999993179e+00,2.561394984184738322e-01,7.914584841457864006e-03,1.187187726218679774e-02
2.329999999999992966e+00,2.624528438683677578e-01,8.351949458353435940e-03,1.252792418753015564e-02
2.339999999999992752e+00,2.686832538823178407e-01,8.797422289162932368e-03,1.319613343374439682e-02
2.349999999999992539e+00,2.748321894508299335e-01,9.250753424691126464e-03,1.387613013703668970e-02
2.359999999999992326e+00,2.809011100716094500e-01,9.711693086582925266e-03,1.456753962987438963e-02
2.369999999999992113e+00,2.868916828721043144e-01,1.017995021749363606e-02,1.526992532624045669e-02
2.379999999999991900e+00,2.928052337295144469e-01,1.065530128229927147e-02,1.598295192344890633e-02
2.389999999999991687e+00,2.986429766790523743e-01,1.113754475425928619e-02,1.670631713138892929e-02
2.399999999999991473e+00,3.044061120536973863e-01,1.162648166060507512e-02,1.743972249090761442e-02
2.409999999999991260e+00,3.100958264841954803e-01,1.212191558253996986e-02,1.818287337380995738e-02
2.419999999999991047e+00,3.157132928990595278e-01,1.262365265523923870e-02,1.893547898285886238e-02
2.429999999999990834e+00,3.212596705245691076e-01,1.313150156785008495e-02,1.969725235177513176e-02
2.439999999999990621e+00,3.267361048847706173e-01,1.364527356349165554e-02,2.046791034523748679e-02
2.449999999999990408e+00,3.321437278014772732e-01,1.416478243925502548e-02,2.124717365888254342e-02
2.459999999999990195e+00,3.374836573942689988e-01,1.468984454620321511e-02,2.203476681930482961e-02
2.469999999999989981e+00,3.427569980804927030e-01,1.522027878937118155e-02,2.283041818405677492e-02
2.479999999999989768e+00,3.479648405752617801e-01,1.575590662776581163e-02,2.363385994164872092e-02
2.489999999999989555e+00,3.531082618914566651e-01,1.629655207436593589e-02,2.444482811154890384e-02
2.499999999999989342e+00,3.581883253397245004e-01,1.684204169612231461e-02,2.526306254418347885e-02
2.509999999999989129e+00,3.632060805284791360e-01,1.739220461395766387e-02,2.608830692093649928e-02
2.519999999999988916e+00,3.681625633639013517e-01,1.794687250276661566e-02,2.692030875414992697e-02
2.529999999999988702e+00,3.730587960499386346e-01,1.850587959141575256e-02,2.775881938712362884e-02
2.539999999999988489e+00,3.778957870883051795e-01,1.906906266274357997e-02,2.860359399411537343e-02
2.549999999999988276e+00,3.826745312784821662e-01,1.963626105356056084e-02,2.945439158034084820e-02
2.559999999999988063e+00,3.873960097177174822e-01,2.020731665464908094e-02,3.031097498197361795e-02
2.569999999999987850e+00,3.920611898010256668e-01,2.078207391076346278e-02,3.117311086614519416e-02
2.579999999999987637e+00,3.966710252211881893e-01,2.136037982062997942e-02,3.204056973094496219e-02
2.589999999999987423e+00,4.012264559687532817e-01,2.194208393694682679e-02,3.291312590542023325e-02
2.599999999999987210e+00,4.057284083320359946e-01,2.252703836638414100e-02,3.379055754957620283e-02
2.609999999999986997e+00,4.101777948971181420e-01,2.311509776958400181e-02,3.467264665437599230e-02
2.619999999999986784e+00,4.145755145478482451e-01,2.370611936116041873e-02,3.555917904174061422e-02
2.629999999999986571e+00,4.189224524658416438e-01,2.429996290969934150e-02,3.644994436454900011e-02
2.639999999999986358e+00,4.232194801304806075e-01,2.489649073775866001e-02,3.734473610663797266e-02
2.649999999999986144e+00,4.274674553189140580e-01,2.549556772186820780e-02,3.824335158280228741e-02
2.659999999999985931e+00,4.316672221060577908e-01,2.609706129252972046e-02,3.914559193879456334e-02
2.669999999999985718e+00,4.358196108645941980e-01,2.670084143421692924e-02,4.005126215132536610e-02
2.679999999999985505e+00,4.399254382649727124e-01,2.730678068537544662e-02,4.096017102806314564e-02
2.689999999999985292e+00,4.439855072754093634e-01,2.791475413842285647e-02,4.187213120763426388e-02
2.699999999999985079e+00,4.480006071618870545e-01,2.852463943974866550e-02,4.278695915962296703e-02
2.709999999999984865e+00,4.519714762401868535e-01,2.913632425668691989e-02,4.370448638503036248e-02
2.719999999999984652e+00,4.558986009870524270e-01,2.974974650259711376e-02,4.462461975389565155e-02
2.729999999999984439e+00,4.597826007323366215e-01,3.036481720523831127e-02,4.554722580785745129e-02
2.739999999999984226e+00,4.636241257267703642e-01,3.098144102334369002e-02,4.647216153501551594e-02
2.749999999999984013e+00,4.674238179476599142e-01,3.159952411012378892e-02,4.739928616518566257e-02
2.759999999999983800e+00,4.711823110988864194e-01,3.221897411326651861e-02,4.832846116989976404e-02
2.769999999999983586e+00,4.749002306109063598e-01,3.283970017493717530e-02,4.925955026240574214e-02
2.779999999999983373e+00,4.785781936407512704e-01,3.346161293177839918e-02,5.019241939766758143e-02
2.789999999999983160e+00,4.822168090720277411e-01,3.408462451491022643e-02,5.112693677236532230e-02
2.799999999999982947e+00,4.858166775149177496e-01,3.470864854993005455e-02,5.206297282489506795e-02
2.809999999999982734e+00,4.893783913061781621e-01,3.533360015691264927e-02,5.300040023536896350e-02
2.819999999999982521e+00,4.929025345091411214e-01,3.595939595041015846e-02,5.393909392561521687e-02
2.829999999999982307e+00,4.963896829137138811e-01,3.658595403945207741e-02,5.487893105917809877e-02
2.839999999999982094e+00,4.998404040363788048e-01,3.721319402754529743e-02,5.581979104131793573e-02
2.849999999999981881e+00,5.032552571201934777e-01,3.784103701267406417e-02,5.676155551901108931e-02
2.859999999999981668e+00,5.066347931347905398e-01,3.846940558730001236e-02,5.770410838095001160e-02
2.869999999999981455e+00,5.099795547763776860e-01,3.909822383836213111e-02,5.864733575754318973e-02
2.879999999999981242e+00,5.132900764677380545e-01,3.972741734727677776e-02,5.959112602091515970e-02
