# Time / h, Dosage compartment conc. ng / mL, Central compartment conc. ng / mL, Peripheral compartment 1 conc. ng / mL
1.800000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.810000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.820000000000000062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.830000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.840000000000000080e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.850000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.860000000000000098e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.870000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.880000000000000115e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.890000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.919999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.929999999999999938e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.939999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.949999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.969999999999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.979999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.989999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.009999999999999787e+00,0.000000000000000000e+00,9.890652257297295469e-01,9.895566230589023741e-04
2.019999999999999574e+00,0.000000000000000000e+00,9.782598109651459151e-01,1.958451816307432616e-03
2.029999999999999361e+00,0.000000000000000000e+00,9.675821369857169341e-01,2.907019007943804738e-03
2.039999999999999147e+00,0.000000000000000000e+00,9.570306081419629463e-01,3.835586186932813182e-03
2.049999999999998934e+00,0.000000000000000000e+00,9.466036483132035384e-01,4.744476793323688935e-03
2.059999999999998721e+00,0.000000000000000000e+00,9.362997009075583188e-01,5.634009718250091933e-03
2.069999999999998508e+00,0.000000000000000000e+00,9.261172288619463622e-01,6.504499303930121913e-03
2.079999999999998295e+00,0.000000000000000000e+00,9.160547146420865428e-01,7.356255343666308864e-03
2.089999999999998082e+00,0.000000000000000000e+00,9.061106602424974232e-01,8.189583081845617368e-03
2.099999999999997868e+00,0.000000000000000000e+00,8.962835871864970327e-01,9.004783213939443129e-03
2.109999999999997655e+00,0.000000000000000000e+00,8.865720364863102221e-01,9.802151896593305075e-03
2.119999999999997442e+00,0.000000000000000000e+00,8.769742851701515240e-01,1.058205245544289325e-02
2.129999999999997229e+00,0.000000000000000000e+00,8.674887070304853065e-01,1.134482417440813538e-02
2.139999999999997016e+00,0.000000000000000000e+00,8.581139908357142687e-01,1.209072705700599444e-02
2.149999999999996803e+00,0.000000000000000000e+00,8.488488363920319024e-01,1.282001868417125684e-02
2.159999999999996589e+00,0.000000000000000000e+00,8.396919545434222698e-01,1.353295421425651339e-02
2.169999999999996376e+00,0.000000000000000000e+00,8.306420671716596704e-01,1.422978638303218010e-02
2.179999999999996163e+00,0.000000000000000000e+00,8.216979071963095294e-01,1.491076550368647911e-02
2.189999999999995950e+00,0.000000000000000000e+00,8.128582185747272870e-01,1.557613946682545256e-02
2.199999999999995737e+00,0.000000000000000000e+00,8.041217563020596204e-01,1.622615374047295389e-02
2.209999999999995524e+00,0.000000000000000000e+00,7.954872864112431108e-01,1.686105137007064617e-02
2.219999999999995310e+00,0.000000000000000000e+00,7.869535859730054650e-01,1.748107297847802111e-02
2.229999999999995097e+00,0.000000000000000000e+00,7.785194430958646272e-01,1.808645676597237309e-02
2.239999999999994884e+00,0.000000000000000000e+00,7.701836569261293342e-01,1.867743851024881302e-02
2.249999999999994671e+00,0.000000000000000000e+00,7.619450376478988929e-01,1.925425156642026833e-02
2.259999999999994458e+00,0.000000000000000000e+00,7.538024064830630699e-01,1.981712686701747952e-02
2.269999999999994245e+00,0.000000000000000000e+00,7.457545956913022023e-01,2.036629292198900015e-02
2.279999999999994031e+00,0.000000000000000000e+00,7.378004485700875303e-01,2.090197581870120030e-02
2.289999999999993818e+00,0.000000000000000000e+00,7.299388194546805320e-01,2.142439922193827007e-02
2.299999999999993605e+00,0.000000000000000000e+00,7.221685737181333664e-01,2.193378437390220217e-02
2.309999999999993392e+00,0.000000000000000000e+00,7.144885877712888744e-01,2.243035009421280937e-02
2.319999999999993179e+00,0.000000000000000000e+00,7.068977490627803562e-01,2.291431277990772786e-02
2.329999999999992966e+00,0.000000000000000000e+00,6.993949560790319042e-01,2.338588640544238609e-02
2.339999999999992752e+00,0.000000000000000000e+00,6.919791183442579596e-01,2.384528252269004639e-02
2.349999999999992539e+00,0.000000000000000000e+00,6.846491564204635338e-01,2.429271026094179109e-02
2.359999999999992326e+00,0.000000000000000000e+00,6.774040019074445418e-01,2.472837632690648435e-02
2.369999999999992113e+00,0.000000000000000000e+00,6.702425974427872468e-01,2.515248500471084156e-02
2.379999999999991900e+00,0.000000000000000000e+00,6.631638967018683717e-01,2.556523815589937382e-02
2.389999999999991687e+00,0.000000000000000000e+00,6.561668643978554316e-01,2.596683521943441569e-02
2.399999999999991473e+00,0.000000000000000000e+00,6.492504762817066233e-01,2.635747321169609053e-02
2.409999999999991260e+00,0.000000000000000000e+00,6.424137191421706028e-01,2.673734672648237637e-02
2.419999999999991047e+00,0.000000000000000000e+00,6.356555908057863746e-01,2.710664793500904002e-02
2.429999999999990834e+00,0.000000000000000000e+00,6.289751001368840688e-01,2.746556658590966482e-02
2.439999999999990621e+00,0.000000000000000000e+00,6.223712670375838307e-01,2.781429000523565065e-02
2.449999999999990408e+00,0.000000000000000000e+00,6.158431224477969312e-01,2.815300309645621391e-02
2.459999999999990195e+00,0.000000000000000000e+00,6.093897083452244345e-01,2.848188834045838752e-02
2.469999999999989981e+00,0.000000000000000000e+00,6.030100777453589744e-01,2.880112579554702790e-02
2.479999999999989768e+00,0.000000000000000000e+00,5.967032947014833111e-01,2.911089309744476633e-02
2.489999999999989555e+00,0.000000000000000000e+00,5.904684343046704420e-01,2.941136545929209228e-02
2.499999999999989342e+00,0.000000000000000000e+00,5.843045826837847123e-01,2.970271567164729787e-02
2.509999999999989129e+00,0.000000000000000000e+00,5.782108370054802604e-01,2.998511410248647785e-02
2.519999999999988916e+00,0.000000000000000000e+00,5.721863054742024612e-01,3.025872869720355046e-02
2.529999999999988702e+00,0.000000000000000000e+00,5.662301073321869271e-01,3.052372497861024353e-02
2.539999999999988489e+00,0.000000000000000000e+00,5.603413728594597298e-01,3.078026604693611529e-02
2.549999999999988276e+00,0.000000000000000000e+00,5.545192433738379556e-01,3.102851257982851274e-02
2.559999999999988063e+00,0.000000000000000000e+00,5.487628675577190807e-01,3.126862368068313025e-02
2.569999999999987850e+00,0.000000000000000000e+00,5.430712734602557434e-01,3.150078584869021175e-02
2.579999999999987637e+00,0.000000000000000000e+00,5.374436528225537968e-01,3.172514622403943552e-02
2.589999999999987423e+00,0.000000000000000000e+00,5.318793041933439492e-01,3.194182716061748362e-02
2.599999999999987210e+00,0.000000000000000000e+00,5.263775310909706295e-01,3.215095004624068942e-02
2.609999999999986997e+00,0.000000000000000000e+00,5.209376420033927646e-01,3.235263530265504450e-02
2.619999999999986784e+00,0.000000000000000000e+00,5.155589503881833346e-01,3.254700238553617786e-02
2.629999999999986571e+00,0.000000000000000000e+00,5.102407746725294846e-01,3.273416978448936976e-02
2.639999999999986358e+00,0.000000000000000000e+00,5.049824382532324130e-01,3.291425502304956563e-02
2.649999999999986144e+00,0.000000000000000000e+00,4.997832694967075939e-01,3.308737465868134831e-02
2.659999999999985931e+00,0.000000000000000000e+00,4.946426017389848329e-01,3.325364428277894496e-02
2.669999999999985718e+00,0.000000000000000000e+00,4.895597732857078777e-01,3.341317852066624794e-02
2.679999999999985505e+00,0.000000000000000000e+00,4.845341274121347519e-01,3.356609103159680085e-02
2.689999999999985292e+00,0.000000000000000000e+00,4.795650123631375328e-01,3.371249450875377085e-02
2.699999999999985079e+00,0.000000000000000000e+00,4.746517813532026286e-01,3.385250067925001105e-02
2.709999999999984865e+00,0.000000000000000000e+00,4.697937925664305570e-01,3.398622030412799810e-02
2.719999999999984652e+00,0.000000000000000000e+00,4.649904091565359443e-01,3.411376317835986688e-02
2.729999999999984439e+00,0.000000000000000000e+00,4.602409992468476929e-01,3.423523813084741046e-02
2.739999999999984226e+00,0.000000000000000000e+00,4.555449359303087586e-01,3.435075302442206630e-02
2.749999999999984013e+00,0.000000000000000000e+00,4.509015972694764285e-01,3.446041475584491615e-02
2.759999999999983800e+00,0.000000000000000000e+00,4.463103662965219876e-01,3.456432925580669308e-02
2.769999999999983586e+00,0.000000000000000000e+00,4.417706310132309966e-01,3.466260148892779530e-02
2.779999999999983373e+00,0.000000000000000000e+00,4.372817843910031255e-01,3.475533545375825151e-02
2.789999999999983160e+00,0.000000000000000000e+00,4.328432243708523197e-01,3.484263418277774860e-02
2.799999999999982947e+00,0.000000000000000000e+00,4.284543538634065230e-01,3.492459974239563170e-02
2.809999999999982734e+00,0.000000000000000000e+00,4.241145807489080655e-01,3.500133323295088333e-02
2.819999999999982521e+00,0.000000000000000000e+00,4.198233178772132201e-01,3.507293478871214426e-02
2.829999999999982307e+00,0.000000000000000000e+00,4.155799830677926465e-01,3.513950357787769263e-02
2.839999999999982094e+00,0.000000000000000000e+00,4.113839991097310023e-01,3.520113780257547870e-02
2.849999999999981881e+00,0.000000000000000000e+00,4.072347937617272207e-01,3.525793469886308318e-02
2.859999999999981668e+00,0.000000000000000000e+00,4.031317997520944552e-01,3.530999053672774501e-02
2.869999999999981455e+00,0.000000000000000000e+00,3.990744547787597463e-01,3.535740062008635443e-02
2.879999999999981242e+00,0.000000000000000000e+00,3.950622015092646322e-01,3.540025928678544598e-02
